system:index,id,mode,.geo
0,3593,52.0,"{""type"":""Point"",""coordinates"":[-116.19159621630398,35.19125041979531]}"
1,3594,21.0,"{""type"":""Point"",""coordinates"":[-116.71018832790969,34.92692508484646]}"
2,3595,52.0,"{""type"":""Point"",""coordinates"":[-117.09479499900945,34.71652245004012]}"
3,3596,21.0,"{""type"":""Point"",""coordinates"":[-117.3556261321719,34.542166217277774]}"
4,3597,52.0,"{""type"":""Point"",""coordinates"":[-117.31288692024,34.56618268880558]}"
5,3598,52.0,"{""type"":""Point"",""coordinates"":[-116.78677918776705,35.03153357992621]}"
6,3599,21.0,"{""type"":""Point"",""coordinates"":[-116.36855008903503,33.819751353710046]}"
7,3600,52.0,"{""type"":""Point"",""coordinates"":[-116.47651748978771,33.88069264352114]}"
8,3601,52.0,"{""type"":""Point"",""coordinates"":[-118.51306455892265,37.42188971289121]}"
9,3602,52.0,"{""type"":""Point"",""coordinates"":[-118.18668721099976,34.15806140647329]}"
10,3603,71.0,"{""type"":""Point"",""coordinates"":[-119.31804042219748,37.17513044032662]}"
11,3604,24.0,"{""type"":""Point"",""coordinates"":[-117.56403321218076,34.00558557961135]}"
12,3605,23.0,"{""type"":""Point"",""coordinates"":[-117.56524021614365,34.005916832494236]}"
13,3607,81.0,"{""type"":""Point"",""coordinates"":[-117.63250002998892,34.004697774297874]}"
14,3608,23.0,"{""type"":""Point"",""coordinates"":[-117.56246864492235,34.143770768163726]}"
15,3609,22.0,"{""type"":""Point"",""coordinates"":[-117.63473000102128,34.158826820503954]}"
16,3610,22.0,"{""type"":""Point"",""coordinates"":[-117.63459808104786,34.158695123578]}"
17,3611,52.0,"{""type"":""Point"",""coordinates"":[-117.36406029965899,34.435857719063044]}"
18,3612,52.0,"{""type"":""Point"",""coordinates"":[-117.35500842082233,34.406780812592594]}"
19,3613,21.0,"{""type"":""Point"",""coordinates"":[-117.63254457490889,34.004953618964144]}"
20,3614,52.0,"{""type"":""Point"",""coordinates"":[-117.32178185697178,34.3106265149097]}"
21,3615,23.0,"{""type"":""Point"",""coordinates"":[-117.35584785389231,34.204411028520326]}"
22,3616,21.0,"{""type"":""Point"",""coordinates"":[-117.32440326364586,34.308036917888124]}"
