system:index,id,mode,.geo
42,3126,23.0,"{""type"":""Point"",""coordinates"":[-122.24892425082525,38.09848409981106]}"
43,3127,23.0,"{""type"":""Point"",""coordinates"":[-122.13929194748755,38.07576675614516]}"
44,3128,24.0,"{""type"":""Point"",""coordinates"":[-122.25762623545347,38.04656504370159]}"
45,3129,24.0,"{""type"":""Point"",""coordinates"":[-122.21669863392144,38.05705755138826]}"
46,3130,22.0,"{""type"":""Point"",""coordinates"":[-122.2204974279881,38.05314039357923]}"
47,3131,23.0,"{""type"":""Point"",""coordinates"":[-122.22612230092318,38.052536719641736]}"
48,3132,22.0,"{""type"":""Point"",""coordinates"":[-122.23559858615964,38.019534615747375]}"
49,3133,22.0,"{""type"":""Point"",""coordinates"":[-122.11799721019754,38.03291524424133]}"
50,3134,23.0,"{""type"":""Point"",""coordinates"":[-122.11947068840055,38.0255614938805]}"
51,3135,23.0,"{""type"":""Point"",""coordinates"":[-122.11453529074527,38.02656758127988]}"
52,3136,23.0,"{""type"":""Point"",""coordinates"":[-122.11571108628122,38.01474293704855]}"
53,3137,24.0,"{""type"":""Point"",""coordinates"":[-122.11576060343843,38.01563927995547]}"
54,3138,23.0,"{""type"":""Point"",""coordinates"":[-122.06533752274207,38.02004855021438]}"
55,3139,23.0,"{""type"":""Point"",""coordinates"":[-122.0616827684145,38.01853806312351]}"
56,3140,23.0,"{""type"":""Point"",""coordinates"":[-122.0614489405393,38.01860093614987]}"
57,3141,24.0,"{""type"":""Point"",""coordinates"":[-122.05929593219271,38.011323640618514]}"
58,3142,23.0,"{""type"":""Point"",""coordinates"":[-122.0589853963323,38.0118138951807]}"
59,3143,22.0,"{""type"":""Point"",""coordinates"":[-121.95224273569711,38.40736736700438]}"
60,3144,82.0,"{""type"":""Point"",""coordinates"":[-121.93773409735296,38.40285870992722]}"
61,3145,71.0,"{""type"":""Point"",""coordinates"":[-121.92309477633968,38.399739541162575]}"
62,3146,71.0,"{""type"":""Point"",""coordinates"":[-121.89694866753263,38.41454293297488]}"
63,3147,21.0,"{""type"":""Point"",""coordinates"":[-121.91567498362457,38.41064539086921]}"
64,3148,95.0,"{""type"":""Point"",""coordinates"":[-121.92202409115873,38.402643019892864]}"
65,3149,82.0,"{""type"":""Point"",""coordinates"":[-121.92075776203684,38.40406359508203]}"
66,3150,21.0,"{""type"":""Point"",""coordinates"":[-121.91866896804021,38.40254393757954]}"
67,3151,71.0,"{""type"":""Point"",""coordinates"":[-121.92326464763414,38.399413283743556]}"
68,3152,71.0,"{""type"":""Point"",""coordinates"":[-121.9231019562056,38.39931158678828]}"
69,3153,21.0,"{""type"":""Point"",""coordinates"":[-121.91971777948042,38.40440410825313]}"
70,3154,52.0,"{""type"":""Point"",""coordinates"":[-121.86519511100032,38.22953867543112]}"
71,3155,21.0,"{""type"":""Point"",""coordinates"":[-121.86811884290412,38.22129883627989]}"
72,3156,21.0,"{""type"":""Point"",""coordinates"":[-121.8552516449433,38.24234145498819]}"
73,3157,71.0,"{""type"":""Point"",""coordinates"":[-121.85528051757703,38.2412821716788]}"
74,3158,21.0,"{""type"":""Point"",""coordinates"":[-121.8544362078973,38.2285510095161]}"
75,3159,71.0,"{""type"":""Point"",""coordinates"":[-121.83340435396711,38.12538908629826]}"
76,3160,82.0,"{""type"":""Point"",""coordinates"":[-121.80205424535612,38.12424476556489]}"
77,3161,24.0,"{""type"":""Point"",""coordinates"":[-121.8513525026752,38.02499406760401]}"
78,3162,24.0,"{""type"":""Point"",""coordinates"":[-121.76215584951507,38.01711948650224]}"
79,3163,24.0,"{""type"":""Point"",""coordinates"":[-121.76061939701952,38.016998622285115]}"
80,3164,24.0,"{""type"":""Point"",""coordinates"":[-121.77135065206598,38.01227181963022]}"
81,3165,24.0,"{""type"":""Point"",""coordinates"":[-121.75419181959786,38.00999909198623]}"
82,3166,23.0,"{""type"":""Point"",""coordinates"":[-121.38829703905287,38.13807501718262]}"
83,3167,23.0,"{""type"":""Point"",""coordinates"":[-121.28158867354155,38.14577136671278]}"
84,3168,23.0,"{""type"":""Point"",""coordinates"":[-121.27602723792305,38.11580478296405]}"
85,3169,95.0,"{""type"":""Point"",""coordinates"":[-121.24371128394543,38.150140849983565]}"
86,3170,11.0,"{""type"":""Point"",""coordinates"":[-121.02392110955887,38.22630215405963]}"
87,3171,42.0,"{""type"":""Point"",""coordinates"":[-120.5016493302884,38.44681043162353]}"
88,3172,42.0,"{""type"":""Point"",""coordinates"":[-120.52716572766076,38.42747919482013]}"
89,3173,52.0,"{""type"":""Point"",""coordinates"":[-120.38077652040191,38.14479504571835]}"
90,3174,42.0,"{""type"":""Point"",""coordinates"":[-122.50270612202162,37.85894715734252]}"
91,3175,42.0,"{""type"":""Point"",""coordinates"":[-122.50279173664069,37.85906557056301]}"
92,3176,22.0,"{""type"":""Point"",""coordinates"":[-122.36386134827056,37.96698356485619]}"
93,3177,23.0,"{""type"":""Point"",""coordinates"":[-122.34664986557857,37.97696654449945]}"
94,3178,24.0,"{""type"":""Point"",""coordinates"":[-122.38986643744042,37.94345768371596]}"
95,3179,24.0,"{""type"":""Point"",""coordinates"":[-122.39360291701382,37.94602679393605]}"
96,3180,23.0,"{""type"":""Point"",""coordinates"":[-122.33738558749343,37.950196448684395]}"
97,3181,23.0,"{""type"":""Point"",""coordinates"":[-122.33234747087678,37.93724731427458]}"
98,3182,24.0,"{""type"":""Point"",""coordinates"":[-122.33744901546832,37.92507922777155]}"
99,3183,24.0,"{""type"":""Point"",""coordinates"":[-122.35919427630584,37.92494826007019]}"
100,3184,23.0,"{""type"":""Point"",""coordinates"":[-122.30618988525065,37.91256389260336]}"
101,3185,24.0,"{""type"":""Point"",""coordinates"":[-122.30363059805944,37.91532407474677]}"
102,3186,23.0,"{""type"":""Point"",""coordinates"":[-122.29600093284331,37.90650235787974]}"
103,3187,23.0,"{""type"":""Point"",""coordinates"":[-122.2940199387287,37.90317815448967]}"
104,3188,23.0,"{""type"":""Point"",""coordinates"":[-122.292754371475,37.8967771985955]}"
105,3189,21.0,"{""type"":""Point"",""coordinates"":[-122.26554260959176,37.88508961769867]}"
106,3190,23.0,"{""type"":""Point"",""coordinates"":[-122.28408131957535,37.887345430579245]}"
107,3191,23.0,"{""type"":""Point"",""coordinates"":[-122.24534219143477,37.875935450537774]}"
108,3192,24.0,"{""type"":""Point"",""coordinates"":[-122.26991450304034,37.87249124694596]}"
109,3193,23.0,"{""type"":""Point"",""coordinates"":[-122.26614630512883,37.88116283556535]}"
110,3194,24.0,"{""type"":""Point"",""coordinates"":[-122.26704825643378,37.879572237096504]}"
111,3195,23.0,"{""type"":""Point"",""coordinates"":[-122.26566317832243,37.86175548441458]}"
112,3196,24.0,"{""type"":""Point"",""coordinates"":[-122.27397802746715,37.85596542197954]}"
113,3197,23.0,"{""type"":""Point"",""coordinates"":[-122.27714234303518,37.83309171926396]}"
114,3198,23.0,"{""type"":""Point"",""coordinates"":[-122.30830510252245,37.819581263972545]}"
115,3199,24.0,"{""type"":""Point"",""coordinates"":[-122.30305322230282,37.81407829041617]}"
116,3200,11.0,"{""type"":""Point"",""coordinates"":[-122.31285258020422,37.81944760842096]}"
117,3201,23.0,"{""type"":""Point"",""coordinates"":[-122.2977586330821,37.82608408060028]}"
118,3202,23.0,"{""type"":""Point"",""coordinates"":[-122.29747202517021,37.805405431922466]}"
119,3203,24.0,"{""type"":""Point"",""coordinates"":[-122.28475113275763,37.79810483091625]}"
120,3204,22.0,"{""type"":""Point"",""coordinates"":[-122.22331704381281,37.83961928502326]}"
121,3205,23.0,"{""type"":""Point"",""coordinates"":[-122.05119026287935,37.962818432640205]}"
122,3206,23.0,"{""type"":""Point"",""coordinates"":[-122.07333523345187,37.92642913838211]}"
123,3207,22.0,"{""type"":""Point"",""coordinates"":[-122.07722478589906,37.933066931430865]}"
124,3208,24.0,"{""type"":""Point"",""coordinates"":[-122.05812891577557,37.90696461310505]}"
125,3209,22.0,"{""type"":""Point"",""coordinates"":[-122.06673967698576,37.900076355018776]}"
126,3210,23.0,"{""type"":""Point"",""coordinates"":[-122.06333309641161,37.92655051609315]}"
127,3211,21.0,"{""type"":""Point"",""coordinates"":[-122.05380365894695,37.91771297861944]}"
128,3212,24.0,"{""type"":""Point"",""coordinates"":[-122.39208920607344,37.739426352173496]}"
129,3213,24.0,"{""type"":""Point"",""coordinates"":[-122.40146667627454,37.638227870743485]}"
130,3214,24.0,"{""type"":""Point"",""coordinates"":[-122.42952778335899,37.60727248079368]}"
131,3215,23.0,"{""type"":""Point"",""coordinates"":[-122.39213492247694,37.60621962058802]}"
132,3216,21.0,"{""type"":""Point"",""coordinates"":[-122.39094227848925,37.60834651600333]}"
133,3217,22.0,"{""type"":""Point"",""coordinates"":[-122.39086169659335,37.60826333208605]}"
134,3218,21.0,"{""type"":""Point"",""coordinates"":[-122.39150447786442,37.607366122563]}"
135,3219,23.0,"{""type"":""Point"",""coordinates"":[-122.28086469980644,37.53844464367309]}"
136,3220,23.0,"{""type"":""Point"",""coordinates"":[-122.26681113261454,37.530653875411666]}"
137,3221,22.0,"{""type"":""Point"",""coordinates"":[-122.3615842090065,37.53190754205383]}"
138,3222,24.0,"{""type"":""Point"",""coordinates"":[-122.20727134759781,37.51135587331429]}"
139,3223,23.0,"{""type"":""Point"",""coordinates"":[-122.21311245357295,37.49793489443646]}"
140,3224,23.0,"{""type"":""Point"",""coordinates"":[-122.17056031894211,37.73042187931088]}"
141,3225,24.0,"{""type"":""Point"",""coordinates"":[-122.16246051844512,37.71968125180363]}"
142,3226,24.0,"{""type"":""Point"",""coordinates"":[-122.14473119669664,37.69539507763462]}"
143,3227,23.0,"{""type"":""Point"",""coordinates"":[-122.11485638002254,37.671455606663386]}"
144,3228,24.0,"{""type"":""Point"",""coordinates"":[-122.13331030195633,37.708430486840186]}"
145,3229,23.0,"{""type"":""Point"",""coordinates"":[-122.15960185722369,37.71529096257262]}"
146,3230,23.0,"{""type"":""Point"",""coordinates"":[-122.15236663097106,37.71815926359912]}"
147,3231,23.0,"{""type"":""Point"",""coordinates"":[-122.1528131916539,37.71771119755335]}"
148,3232,23.0,"{""type"":""Point"",""coordinates"":[-122.15915670422466,37.71617505922345]}"
149,3233,23.0,"{""type"":""Point"",""coordinates"":[-122.11226891705778,37.6936668463136]}"
150,3234,23.0,"{""type"":""Point"",""coordinates"":[-122.1234846826609,37.688228056897415]}"
151,3235,23.0,"{""type"":""Point"",""coordinates"":[-122.09305784154728,37.67786380825503]}"
152,3236,23.0,"{""type"":""Point"",""coordinates"":[-122.09053923222449,37.693935327486514]}"
153,3237,23.0,"{""type"":""Point"",""coordinates"":[-122.1084570649358,37.63525384659189]}"
154,3238,23.0,"{""type"":""Point"",""coordinates"":[-122.09203795540013,37.65067607674452]}"
155,3239,24.0,"{""type"":""Point"",""coordinates"":[-122.01727423331414,37.59554620558833]}"
156,3240,24.0,"{""type"":""Point"",""coordinates"":[-121.96773718686835,37.782207919067844]}"
157,3241,21.0,"{""type"":""Point"",""coordinates"":[-121.90776993714846,37.80066097576881]}"
158,3242,52.0,"{""type"":""Point"",""coordinates"":[-121.7281412253559,37.79104264709532]}"
159,3243,71.0,"{""type"":""Point"",""coordinates"":[-121.66106305292175,37.82165341522435]}"
160,3244,52.0,"{""type"":""Point"",""coordinates"":[-121.66390326300714,37.81926044215714]}"
161,3245,82.0,"{""type"":""Point"",""coordinates"":[-121.62048603389482,37.84090218810834]}"
162,3246,71.0,"{""type"":""Point"",""coordinates"":[-121.64233535921198,37.80106100868402]}"
163,3247,71.0,"{""type"":""Point"",""coordinates"":[-121.63132745208613,37.782259845565385]}"
164,3248,71.0,"{""type"":""Point"",""coordinates"":[-121.6140894063273,37.76464530684101]}"
165,3249,21.0,"{""type"":""Point"",""coordinates"":[-121.5179041275045,37.77843735344412]}"
166,3250,24.0,"{""type"":""Point"",""coordinates"":[-121.8925340640412,37.74614508146363]}"
167,3251,52.0,"{""type"":""Point"",""coordinates"":[-121.83084808222304,37.74698169982056]}"
168,3252,22.0,"{""type"":""Point"",""coordinates"":[-121.94443237581041,37.512551645009054]}"
169,3253,24.0,"{""type"":""Point"",""coordinates"":[-121.98781923569976,37.51063320496912]}"
170,3254,71.0,"{""type"":""Point"",""coordinates"":[-121.78327596991198,37.75195790048198]}"
171,3255,23.0,"{""type"":""Point"",""coordinates"":[-121.70600674577524,37.68210441313769]}"
172,3256,71.0,"{""type"":""Point"",""coordinates"":[-121.59849553783553,37.74725977086457]}"
173,3257,71.0,"{""type"":""Point"",""coordinates"":[-121.54963817243457,37.72095147624366]}"
174,3258,24.0,"{""type"":""Point"",""coordinates"":[-121.52722180507519,37.65346662524325]}"
175,3259,24.0,"{""type"":""Point"",""coordinates"":[-121.26890479807774,37.97007615475752]}"
176,3260,24.0,"{""type"":""Point"",""coordinates"":[-121.26884007014974,37.9680733384331]}"
177,3261,23.0,"{""type"":""Point"",""coordinates"":[-121.30030534747937,37.943258866901395]}"
178,3262,24.0,"{""type"":""Point"",""coordinates"":[-121.32698721349782,37.94571174518121]}"
179,3263,21.0,"{""type"":""Point"",""coordinates"":[-121.3286479223287,37.9380127903172]}"
180,3264,24.0,"{""type"":""Point"",""coordinates"":[-121.24023113808127,37.919226823672815]}"
181,3265,24.0,"{""type"":""Point"",""coordinates"":[-121.25808553293412,37.90733297597724]}"
182,3266,24.0,"{""type"":""Point"",""coordinates"":[-121.27700377182879,37.80781738542053]}"
183,3267,24.0,"{""type"":""Point"",""coordinates"":[-121.28358610929345,37.80798014974615]}"
184,3268,23.0,"{""type"":""Point"",""coordinates"":[-121.2781514787976,37.80959440259447]}"
185,3269,24.0,"{""type"":""Point"",""coordinates"":[-121.49079813887536,37.71036032828583]}"
186,3270,82.0,"{""type"":""Point"",""coordinates"":[-121.48285135217463,37.71294672783699]}"
187,3271,24.0,"{""type"":""Point"",""coordinates"":[-121.48769620901193,37.71722559314176]}"
188,3272,82.0,"{""type"":""Point"",""coordinates"":[-120.87997175884577,37.860935060473295]}"
189,3273,52.0,"{""type"":""Point"",""coordinates"":[-120.47808312273777,37.87435325415657]}"
190,3274,22.0,"{""type"":""Point"",""coordinates"":[-120.31483884275266,37.96417499187366]}"
191,3275,43.0,"{""type"":""Point"",""coordinates"":[-122.31237458818005,37.48612718596882]}"
192,3276,23.0,"{""type"":""Point"",""coordinates"":[-122.16782003470242,37.478919035240565]}"
193,3277,23.0,"{""type"":""Point"",""coordinates"":[-122.16769345928289,37.48152514487294]}"
194,3278,23.0,"{""type"":""Point"",""coordinates"":[-122.176054801744,37.42893498354718]}"
195,3279,23.0,"{""type"":""Point"",""coordinates"":[-122.11500490621306,37.43943290220608]}"
196,3280,23.0,"{""type"":""Point"",""coordinates"":[-122.00995530440389,37.38750932675521]}"
197,3281,23.0,"{""type"":""Point"",""coordinates"":[-122.0932041077161,37.31654865423843]}"
198,3284,22.0,"{""type"":""Point"",""coordinates"":[-121.93389754890472,37.45463857676033]}"
199,3285,23.0,"{""type"":""Point"",""coordinates"":[-121.92281485727544,37.4552486460683]}"
200,3287,24.0,"{""type"":""Point"",""coordinates"":[-121.94376761432521,37.47913506184988]}"
201,3288,23.0,"{""type"":""Point"",""coordinates"":[-121.88797309261437,37.415960243545314]}"
202,3289,24.0,"{""type"":""Point"",""coordinates"":[-121.94588203572165,37.43070442587655]}"
203,3290,23.0,"{""type"":""Point"",""coordinates"":[-121.94935109165931,37.430332269750835]}"
204,3291,81.0,"{""type"":""Point"",""coordinates"":[-121.94027754349263,37.426859619533275]}"
205,3292,24.0,"{""type"":""Point"",""coordinates"":[-121.94568780928388,37.366234254607775]}"
206,3293,24.0,"{""type"":""Point"",""coordinates"":[-121.94142370659037,37.36070715035845]}"
207,3294,23.0,"{""type"":""Point"",""coordinates"":[-121.89928642988706,37.227192053181355]}"
208,3295,24.0,"{""type"":""Point"",""coordinates"":[-121.79603323637863,37.24484905237021]}"
209,3296,82.0,"{""type"":""Point"",""coordinates"":[-121.1204849614296,37.46749375825516]}"
210,3297,71.0,"{""type"":""Point"",""coordinates"":[-121.07706794643812,37.06713171406926]}"
211,3298,71.0,"{""type"":""Point"",""coordinates"":[-121.0107594263625,37.041589305741525]}"
212,3299,71.0,"{""type"":""Point"",""coordinates"":[-120.44659581107874,37.3619027606882]}"
213,3300,21.0,"{""type"":""Point"",""coordinates"":[-120.48948513352606,37.18593056000745]}"
214,3301,21.0,"{""type"":""Point"",""coordinates"":[-120.25398899989015,37.105466400527305]}"
215,3302,52.0,"{""type"":""Point"",""coordinates"":[-119.55241715545252,37.09198545730313]}"
216,3303,22.0,"{""type"":""Point"",""coordinates"":[-122.03648964829706,36.965348767171626]}"
217,3304,23.0,"{""type"":""Point"",""coordinates"":[-122.05291551870688,36.96910195614877]}"
218,3305,23.0,"{""type"":""Point"",""coordinates"":[-121.98500204697784,36.98257863601259]}"
219,3306,23.0,"{""type"":""Point"",""coordinates"":[-121.98202219113342,36.97604237275571]}"
220,3307,23.0,"{""type"":""Point"",""coordinates"":[-121.97161029770422,36.97459936070034]}"
221,3308,23.0,"{""type"":""Point"",""coordinates"":[-121.97338899324042,36.969156035755255]}"
222,3309,23.0,"{""type"":""Point"",""coordinates"":[-121.8675951365359,36.979123444215524]}"
223,3310,21.0,"{""type"":""Point"",""coordinates"":[-121.90535252952652,36.97874895376148]}"
224,3311,22.0,"{""type"":""Point"",""coordinates"":[-122.05337570173975,36.97656462485238]}"
225,3312,24.0,"{""type"":""Point"",""coordinates"":[-122.0307579157849,36.96145286174666]}"
226,3313,24.0,"{""type"":""Point"",""coordinates"":[-121.96580324060007,36.98786692342995]}"
227,3314,23.0,"{""type"":""Point"",""coordinates"":[-121.93291831992504,36.98793634977606]}"
228,3315,23.0,"{""type"":""Point"",""coordinates"":[-121.77416151558496,36.801926885212765]}"
229,3316,22.0,"{""type"":""Point"",""coordinates"":[-121.73447026510149,36.763267562820985]}"
230,3317,22.0,"{""type"":""Point"",""coordinates"":[-121.7343021328922,36.76317964746952]}"
231,3318,95.0,"{""type"":""Point"",""coordinates"":[-121.74784618068313,36.78484685875838]}"
232,3319,82.0,"{""type"":""Point"",""coordinates"":[-121.71574797199182,36.73044966790693]}"
233,3320,22.0,"{""type"":""Point"",""coordinates"":[-121.6714710355863,36.784968645941234]}"
234,3321,23.0,"{""type"":""Point"",""coordinates"":[-121.90262775498186,36.610341711325574]}"
235,3322,23.0,"{""type"":""Point"",""coordinates"":[-121.92751241563471,36.61826594953872]}"
236,3323,21.0,"{""type"":""Point"",""coordinates"":[-121.93776769195358,36.604468380577536]}"
237,3324,22.0,"{""type"":""Point"",""coordinates"":[-121.91595114443575,36.56268326002128]}"
238,3325,82.0,"{""type"":""Point"",""coordinates"":[-121.38454002899549,36.86741537530991]}"
239,3326,23.0,"{""type"":""Point"",""coordinates"":[-120.65444274604845,36.886626325309145]}"
240,3327,23.0,"{""type"":""Point"",""coordinates"":[-120.70131146943535,36.714451942532726]}"
241,3328,23.0,"{""type"":""Point"",""coordinates"":[-120.10328548009907,36.92593483798023]}"
242,3329,24.0,"{""type"":""Point"",""coordinates"":[-120.10684073637955,36.92967019991632]}"
243,3330,24.0,"{""type"":""Point"",""coordinates"":[-120.33931978976854,36.86129869490179]}"
244,3331,82.0,"{""type"":""Point"",""coordinates"":[-120.48183035974012,36.52984955687302]}"
245,3332,24.0,"{""type"":""Point"",""coordinates"":[-120.09989940383181,36.617289792166154]}"
246,3333,24.0,"{""type"":""Point"",""coordinates"":[-119.97611694531159,36.92254959850953]}"
247,3334,82.0,"{""type"":""Point"",""coordinates"":[-119.82471479159868,36.879844965827346]}"
248,3335,82.0,"{""type"":""Point"",""coordinates"":[-119.68253557779886,36.760491552274544]}"
249,3336,82.0,"{""type"":""Point"",""coordinates"":[-119.8807124160718,36.70368212159015]}"
250,3337,23.0,"{""type"":""Point"",""coordinates"":[-119.78399254492368,36.71886333657564]}"
251,3338,23.0,"{""type"":""Point"",""coordinates"":[-119.55795236144377,36.688869336068436]}"
252,3339,23.0,"{""type"":""Point"",""coordinates"":[-119.5802638390268,36.53969524215911]}"
253,3340,21.0,"{""type"":""Point"",""coordinates"":[-119.89188765099009,36.54695184103696]}"
254,3341,52.0,"{""type"":""Point"",""coordinates"":[-119.08572104821212,36.914529072558736]}"
255,3342,23.0,"{""type"":""Point"",""coordinates"":[-119.41881132870992,36.57001140267107]}"
256,3343,23.0,"{""type"":""Point"",""coordinates"":[-120.36883303138481,36.23796894430853]}"
257,3344,22.0,"{""type"":""Point"",""coordinates"":[-120.35526115889817,36.1899923406154]}"
258,3345,24.0,"{""type"":""Point"",""coordinates"":[-120.24810789751648,36.13409399461952]}"
259,3346,22.0,"{""type"":""Point"",""coordinates"":[-119.81079218700506,36.30272979949428]}"
260,3347,21.0,"{""type"":""Point"",""coordinates"":[-119.7959464213021,36.30543827694487]}"
261,3348,24.0,"{""type"":""Point"",""coordinates"":[-119.79168369374574,36.3050100359515]}"
262,3349,24.0,"{""type"":""Point"",""coordinates"":[-119.65484838803647,36.27643534374676]}"
263,3350,23.0,"{""type"":""Point"",""coordinates"":[-119.9048936918649,36.240155482528294]}"
264,3351,82.0,"{""type"":""Point"",""coordinates"":[-119.54433439390206,35.57864781920626]}"
265,3352,82.0,"{""type"":""Point"",""coordinates"":[-119.54597652545685,35.557586964485594]}"
266,3353,82.0,"{""type"":""Point"",""coordinates"":[-119.5012599063721,35.51300079517108]}"
267,3354,82.0,"{""type"":""Point"",""coordinates"":[-119.4484267673587,35.50127287947284]}"
268,3355,23.0,"{""type"":""Point"",""coordinates"":[-119.40269985098246,35.601132719844465]}"
269,3356,23.0,"{""type"":""Point"",""coordinates"":[-119.32620850573133,35.601700560943264]}"
270,3357,22.0,"{""type"":""Point"",""coordinates"":[-118.97530348218461,35.60730224418463]}"
271,3358,21.0,"{""type"":""Point"",""coordinates"":[-120.04018322016474,35.38081896430821]}"
272,3359,21.0,"{""type"":""Point"",""coordinates"":[-119.67902208549829,35.363345878283894]}"
273,3360,22.0,"{""type"":""Point"",""coordinates"":[-119.67854648373253,35.36903922956651]}"
274,3361,21.0,"{""type"":""Point"",""coordinates"":[-119.66048228317996,35.318157217250985]}"
275,3362,71.0,"{""type"":""Point"",""coordinates"":[-119.60703275049931,35.2748431461747]}"
276,3363,71.0,"{""type"":""Point"",""coordinates"":[-119.58155164957292,35.21008705859472]}"
277,3364,71.0,"{""type"":""Point"",""coordinates"":[-119.30893991389443,35.28539550256239]}"
278,3365,24.0,"{""type"":""Point"",""coordinates"":[-119.00925412821668,35.417290837783234]}"
279,3366,21.0,"{""type"":""Point"",""coordinates"":[-119.01064131979619,35.42412914850844]}"
280,3367,71.0,"{""type"":""Point"",""coordinates"":[-118.96322293826864,35.41842927984458]}"
281,3368,23.0,"{""type"":""Point"",""coordinates"":[-118.92542355783303,35.359307627001684]}"
282,3369,22.0,"{""type"":""Point"",""coordinates"":[-119.07831807525201,35.37716184522506]}"
283,3370,52.0,"{""type"":""Point"",""coordinates"":[-119.44344417017915,35.09758236292211]}"
284,3371,71.0,"{""type"":""Point"",""coordinates"":[-119.47817243230577,35.11489562948666]}"
285,3372,71.0,"{""type"":""Point"",""coordinates"":[-119.47302152660546,35.11386645313678]}"
286,3373,82.0,"{""type"":""Point"",""coordinates"":[-119.29652191595295,35.08860130206092]}"
287,3374,82.0,"{""type"":""Point"",""coordinates"":[-119.29985270883603,35.08202923057403]}"
288,3375,24.0,"{""type"":""Point"",""coordinates"":[-119.06460505747192,35.05996133814236]}"
289,3376,21.0,"{""type"":""Point"",""coordinates"":[-119.59931778254862,35.213566424284174]}"
290,3377,71.0,"{""type"":""Point"",""coordinates"":[-119.55915939885617,35.2250103432691]}"
