system:index,id,mode,.geo
0,6633,82.0,"{""type"":""Point"",""coordinates"":[-121.18389525142814,37.47485554179501]}"
1,6634,52.0,"{""type"":""Point"",""coordinates"":[-120.40876988180536,37.695552932693644]}"
2,6635,42.0,"{""type"":""Point"",""coordinates"":[-123.04315546668288,40.5873148706445]}"
3,6636,22.0,"{""type"":""Point"",""coordinates"":[-122.93641977823995,40.7205754881484]}"
4,6640,24.0,"{""type"":""Point"",""coordinates"":[-118.21286439827944,33.992937973232465]}"
5,6641,24.0,"{""type"":""Point"",""coordinates"":[-118.20825294495616,33.98650328565161]}"
6,6642,24.0,"{""type"":""Point"",""coordinates"":[-118.2107697399165,33.985328946201754]}"
7,6643,24.0,"{""type"":""Point"",""coordinates"":[-118.22321673799394,33.996284759790456]}"
8,6644,24.0,"{""type"":""Point"",""coordinates"":[-118.20519764948875,34.00576590146921]}"
9,6645,24.0,"{""type"":""Point"",""coordinates"":[-118.20790587803117,34.0020829108464]}"
10,6646,24.0,"{""type"":""Point"",""coordinates"":[-118.23494109167238,33.996538435571544]}"
11,6647,24.0,"{""type"":""Point"",""coordinates"":[-118.23309542516074,34.00387964266626]}"
12,6648,24.0,"{""type"":""Point"",""coordinates"":[-118.22535092169237,34.0017488102021]}"
13,6649,24.0,"{""type"":""Point"",""coordinates"":[-118.20362715893984,33.99531964638675]}"
14,6650,24.0,"{""type"":""Point"",""coordinates"":[-118.21970350682561,33.997467024962134]}"
15,6651,23.0,"{""type"":""Point"",""coordinates"":[-118.19273495346279,34.00182326594661]}"
16,6652,24.0,"{""type"":""Point"",""coordinates"":[-117.37255685858459,34.58060084676273]}"
17,6653,71.0,"{""type"":""Point"",""coordinates"":[-114.52489831909905,34.00404298360017]}"
18,6654,22.0,"{""type"":""Point"",""coordinates"":[-114.61749349635132,32.76020476459012]}"
19,6655,82.0,"{""type"":""Point"",""coordinates"":[-114.47365784971795,32.717907016114076]}"
20,6656,82.0,"{""type"":""Point"",""coordinates"":[-114.43642639072843,32.71103474499961]}"
21,6657,52.0,"{""type"":""Point"",""coordinates"":[-114.49088723737285,32.79634799242044]}"
22,6658,52.0,"{""type"":""Point"",""coordinates"":[-114.8003014408336,33.33846158430329]}"
23,6659,82.0,"{""type"":""Point"",""coordinates"":[-114.44482323931494,33.96827848782174]}"
24,6660,71.0,"{""type"":""Point"",""coordinates"":[-121.35360656966589,38.507460393006646]}"
25,6661,71.0,"{""type"":""Point"",""coordinates"":[-121.35371974933274,38.50728872114902]}"
26,6662,71.0,"{""type"":""Point"",""coordinates"":[-121.35171407884935,38.44003765065706]}"
27,6663,42.0,"{""type"":""Point"",""coordinates"":[-121.5591661845564,41.38609934439115]}"
28,6664,71.0,"{""type"":""Point"",""coordinates"":[-122.10868961393824,40.608784453673564]}"
29,6665,23.0,"{""type"":""Point"",""coordinates"":[-122.37061358983189,40.577969504692724]}"
30,6666,71.0,"{""type"":""Point"",""coordinates"":[-122.3218853726019,40.52012498605035]}"
31,6667,71.0,"{""type"":""Point"",""coordinates"":[-122.32664500449566,40.52024201427147]}"
32,6668,42.0,"{""type"":""Point"",""coordinates"":[-122.42469964119059,40.63633291448495]}"
33,6669,43.0,"{""type"":""Point"",""coordinates"":[-122.42489359623592,40.69710080004371]}"
34,6670,42.0,"{""type"":""Point"",""coordinates"":[-122.70229722279154,40.71770948683126]}"
35,6671,82.0,"{""type"":""Point"",""coordinates"":[-121.69838577969834,39.0333415101854]}"
36,6672,82.0,"{""type"":""Point"",""coordinates"":[-121.5812289927507,38.874358955432626]}"
37,6673,23.0,"{""type"":""Point"",""coordinates"":[-121.3582588991156,38.76359191543046]}"
38,6674,82.0,"{""type"":""Point"",""coordinates"":[-121.39735440260911,38.75883873811186]}"
39,6675,82.0,"{""type"":""Point"",""coordinates"":[-121.43652645117471,38.74635946408347]}"
40,6676,82.0,"{""type"":""Point"",""coordinates"":[-121.43652849583968,38.74636263923477]}"
41,6677,82.0,"{""type"":""Point"",""coordinates"":[-121.4468340665525,38.74233288259766]}"
42,6678,71.0,"{""type"":""Point"",""coordinates"":[-121.45797412993609,38.73797845241124]}"
43,6679,71.0,"{""type"":""Point"",""coordinates"":[-121.4579741394783,38.73797846724314]}"
44,6680,71.0,"{""type"":""Point"",""coordinates"":[-121.47281876480592,38.72742702665909]}"
45,6681,22.0,"{""type"":""Point"",""coordinates"":[-121.4789613747288,38.714418080756246]}"
46,6682,22.0,"{""type"":""Point"",""coordinates"":[-121.47887310238247,38.714417544528644]}"
47,6683,22.0,"{""type"":""Point"",""coordinates"":[-121.3096601653211,38.764608405892474]}"
48,6684,22.0,"{""type"":""Point"",""coordinates"":[-121.21628919663708,38.72909808811513]}"
49,6685,21.0,"{""type"":""Point"",""coordinates"":[-121.15983842814545,38.70693795384286]}"
50,6686,71.0,"{""type"":""Point"",""coordinates"":[-121.16010464319774,38.706658356447306]}"
51,6687,71.0,"{""type"":""Point"",""coordinates"":[-121.16014144266926,38.70653028286583]}"
52,6688,22.0,"{""type"":""Point"",""coordinates"":[-121.1768252216534,38.68366317576597]}"
53,6689,23.0,"{""type"":""Point"",""coordinates"":[-121.18990165705263,38.65635195140165]}"
54,6690,31.0,"{""type"":""Point"",""coordinates"":[-121.18999821426756,38.65630854255384]}"
55,6691,71.0,"{""type"":""Point"",""coordinates"":[-121.2033972693719,38.64556122734351]}"
56,6692,82.0,"{""type"":""Point"",""coordinates"":[-121.62545828831614,37.90880887471694]}"
57,6693,22.0,"{""type"":""Point"",""coordinates"":[-121.71136928073153,37.98590694134849]}"
58,6694,21.0,"{""type"":""Point"",""coordinates"":[-121.73853932903384,37.9832291968948]}"
59,6695,82.0,"{""type"":""Point"",""coordinates"":[-120.59359757913003,36.58041977389979]}"
60,6696,71.0,"{""type"":""Point"",""coordinates"":[-121.47680666271363,38.72181433021006]}"
61,6697,71.0,"{""type"":""Point"",""coordinates"":[-122.3794814175344,40.38190895777132]}"
62,6698,71.0,"{""type"":""Point"",""coordinates"":[-122.3790776342931,40.38155078186258]}"
63,6699,71.0,"{""type"":""Point"",""coordinates"":[-122.28908890057318,39.805072147978585]}"
64,6700,82.0,"{""type"":""Point"",""coordinates"":[-122.26207982808253,39.218830025830364]}"
65,6701,82.0,"{""type"":""Point"",""coordinates"":[-122.26208541696383,39.21860008817701]}"
66,6702,82.0,"{""type"":""Point"",""coordinates"":[-121.95788346073887,39.16133145571746]}"
67,6703,23.0,"{""type"":""Point"",""coordinates"":[-121.72491821579032,39.02554478247714]}"
68,6704,21.0,"{""type"":""Point"",""coordinates"":[-121.7245732007256,39.02566477478143]}"
69,6705,71.0,"{""type"":""Point"",""coordinates"":[-121.59318616216132,37.80163628481607]}"
70,6706,71.0,"{""type"":""Point"",""coordinates"":[-121.60871900341711,37.79957568935205]}"
71,6707,71.0,"{""type"":""Point"",""coordinates"":[-121.59318444912061,37.80175985764624]}"
72,6708,71.0,"{""type"":""Point"",""coordinates"":[-121.58678799101948,37.801111365208094]}"
73,6709,22.0,"{""type"":""Point"",""coordinates"":[-121.58411024092283,37.798712206828476]}"
74,6710,11.0,"{""type"":""Point"",""coordinates"":[-121.58454218907046,37.798787404979976]}"
75,6711,22.0,"{""type"":""Point"",""coordinates"":[-121.61938732698322,37.797869151161734]}"
76,6712,71.0,"{""type"":""Point"",""coordinates"":[-121.65229197826615,37.74435454458695]}"
77,6713,23.0,"{""type"":""Point"",""coordinates"":[-122.44602981133025,40.61052969158015]}"
78,6714,23.0,"{""type"":""Point"",""coordinates"":[-122.44592290887243,40.61066338730485]}"
79,6715,22.0,"{""type"":""Point"",""coordinates"":[-122.44573040608694,40.610803461736225]}"
80,6716,71.0,"{""type"":""Point"",""coordinates"":[-122.31679405522065,40.51948149828878]}"
81,6717,11.0,"{""type"":""Point"",""coordinates"":[-122.42227758531452,40.716443792814715]}"
82,6718,11.0,"{""type"":""Point"",""coordinates"":[-122.42192607184889,40.71642682437345]}"
83,6719,11.0,"{""type"":""Point"",""coordinates"":[-122.42166460191407,40.716413347118774]}"
84,6720,11.0,"{""type"":""Point"",""coordinates"":[-122.42131705091718,40.71640045201028]}"
85,6721,11.0,"{""type"":""Point"",""coordinates"":[-122.4209810347377,40.71639178411836]}"
86,6722,22.0,"{""type"":""Point"",""coordinates"":[-114.14089794298413,34.29494993224911]}"
87,6723,21.0,"{""type"":""Point"",""coordinates"":[-114.14088302151809,34.295149963592735]}"
88,6724,22.0,"{""type"":""Point"",""coordinates"":[-114.1408813982624,34.29532265818066]}"
