system:index,id,mode,.geo
0,2078,71.0,"{""type"":""Point"",""coordinates"":[-119.5345573834949,35.01393910994262]}"
1,2079,71.0,"{""type"":""Point"",""coordinates"":[-119.44705749354098,35.120267679224796]}"
2,2080,71.0,"{""type"":""Point"",""coordinates"":[-119.40034297214744,35.108209421768784]}"
3,2081,82.0,"{""type"":""Point"",""coordinates"":[-119.33613109804057,35.102687914508564]}"
4,2082,82.0,"{""type"":""Point"",""coordinates"":[-119.19047237791351,35.10675197955506]}"
5,2083,82.0,"{""type"":""Point"",""coordinates"":[-119.04460273032986,35.23935547103231]}"
6,2084,22.0,"{""type"":""Point"",""coordinates"":[-119.038779550564,35.095157404718705]}"
7,2085,52.0,"{""type"":""Point"",""coordinates"":[-119.46578387623222,35.09561620569699]}"
8,2086,21.0,"{""type"":""Point"",""coordinates"":[-119.44707290433401,35.10639664680745]}"
9,2087,71.0,"{""type"":""Point"",""coordinates"":[-119.44356014888486,35.09036137731416]}"
10,2088,52.0,"{""type"":""Point"",""coordinates"":[-119.43281091005711,35.08744496285025]}"
11,2089,52.0,"{""type"":""Point"",""coordinates"":[-119.44143210324174,35.091070732060366]}"
12,2090,71.0,"{""type"":""Point"",""coordinates"":[-119.34043479972208,35.159039576439596]}"
13,2091,82.0,"{""type"":""Point"",""coordinates"":[-119.33227496449062,35.16113464015628]}"
14,2092,82.0,"{""type"":""Point"",""coordinates"":[-119.34579203693345,35.13246973594847]}"
15,2093,71.0,"{""type"":""Point"",""coordinates"":[-119.4174507882132,35.09331861715502]}"
16,2094,21.0,"{""type"":""Point"",""coordinates"":[-119.49213820598631,35.14216377880973]}"
17,2095,71.0,"{""type"":""Point"",""coordinates"":[-119.54304331912493,35.16375276574347]}"
18,2096,71.0,"{""type"":""Point"",""coordinates"":[-119.57775832199245,35.18825656638469]}"
19,2097,71.0,"{""type"":""Point"",""coordinates"":[-119.58458662872272,35.19294484721889]}"
20,2098,21.0,"{""type"":""Point"",""coordinates"":[-119.61276986676815,35.21591171978219]}"
21,2099,71.0,"{""type"":""Point"",""coordinates"":[-119.53142877183745,35.184179017980625]}"
22,2100,71.0,"{""type"":""Point"",""coordinates"":[-119.4772300549509,35.20306925158901]}"
23,2101,71.0,"{""type"":""Point"",""coordinates"":[-119.42478871452072,35.177271530554]}"
24,2102,82.0,"{""type"":""Point"",""coordinates"":[-119.06028200820475,35.07800831613114]}"
25,2103,22.0,"{""type"":""Point"",""coordinates"":[-119.0649811570531,35.063697762082064]}"
26,2104,71.0,"{""type"":""Point"",""coordinates"":[-119.06474735694408,35.041082718409974]}"
27,2105,71.0,"{""type"":""Point"",""coordinates"":[-119.63042554737036,35.226413138300586]}"
28,2106,42.0,"{""type"":""Point"",""coordinates"":[-123.75774447127871,39.21920838542539]}"
29,2107,42.0,"{""type"":""Point"",""coordinates"":[-123.57173497777211,39.10502396345239]}"
30,2108,52.0,"{""type"":""Point"",""coordinates"":[-123.24427996879224,39.10230812830525]}"
31,2109,52.0,"{""type"":""Point"",""coordinates"":[-123.16014447314876,39.21803928258085]}"
32,2110,52.0,"{""type"":""Point"",""coordinates"":[-123.23641686877924,39.37607981666007]}"
33,2111,71.0,"{""type"":""Point"",""coordinates"":[-123.279908322491,39.31428405363459]}"
34,2112,52.0,"{""type"":""Point"",""coordinates"":[-123.27915067991836,39.31370830511427]}"
35,2113,71.0,"{""type"":""Point"",""coordinates"":[-123.31207231183946,39.4003659415139]}"
36,2114,52.0,"{""type"":""Point"",""coordinates"":[-123.14570747734516,39.29001769319839]}"
37,2115,71.0,"{""type"":""Point"",""coordinates"":[-123.04550267929366,39.208047335138694]}"
38,2116,21.0,"{""type"":""Point"",""coordinates"":[-123.18153089470478,39.17145587815665]}"
39,2117,21.0,"{""type"":""Point"",""coordinates"":[-123.68622085897816,39.022577179767055]}"
40,2118,71.0,"{""type"":""Point"",""coordinates"":[-122.91923279110132,39.11017159721468]}"
41,2119,22.0,"{""type"":""Point"",""coordinates"":[-122.92666012139598,39.036276681700855]}"
42,2120,22.0,"{""type"":""Point"",""coordinates"":[-122.89418768144776,39.00256068512342]}"
43,2121,42.0,"{""type"":""Point"",""coordinates"":[-122.98906294755204,38.98249043393131]}"
44,2122,52.0,"{""type"":""Point"",""coordinates"":[-122.82874320572941,38.96477656423322]}"
45,2123,82.0,"{""type"":""Point"",""coordinates"":[-122.16084839633969,39.823135712518656]}"
46,2124,82.0,"{""type"":""Point"",""coordinates"":[-122.12405006795494,39.77645307107037]}"
47,2125,82.0,"{""type"":""Point"",""coordinates"":[-121.97646193725855,39.879087469364194]}"
48,2126,82.0,"{""type"":""Point"",""coordinates"":[-121.95008539776322,39.771112841136386]}"
49,2127,22.0,"{""type"":""Point"",""coordinates"":[-122.0089867153367,39.747391808285606]}"
50,2128,22.0,"{""type"":""Point"",""coordinates"":[-122.00927907619472,39.747478138151735]}"
51,2129,23.0,"{""type"":""Point"",""coordinates"":[-122.01124449225847,39.746578237032146]}"
52,2130,82.0,"{""type"":""Point"",""coordinates"":[-122.09368585802463,39.77308877425763]}"
53,2131,82.0,"{""type"":""Point"",""coordinates"":[-122.01387379443143,39.688830996278476]}"
54,2132,82.0,"{""type"":""Point"",""coordinates"":[-122.01706489812324,39.75226626019172]}"
55,2133,82.0,"{""type"":""Point"",""coordinates"":[-122.00654650785107,39.56820011235433]}"
56,2134,82.0,"{""type"":""Point"",""coordinates"":[-122.01460334147244,39.477323630087895]}"
57,2135,82.0,"{""type"":""Point"",""coordinates"":[-122.05639661920343,39.31365594823573]}"
58,2136,95.0,"{""type"":""Point"",""coordinates"":[-122.1839701236586,39.39745245510499]}"
59,2137,22.0,"{""type"":""Point"",""coordinates"":[-122.18584966667946,39.5423635354476]}"
60,2138,82.0,"{""type"":""Point"",""coordinates"":[-122.17181249197688,39.76837885317259]}"
61,2139,21.0,"{""type"":""Point"",""coordinates"":[-122.19445719010827,39.73868626035696]}"
62,2140,23.0,"{""type"":""Point"",""coordinates"":[-121.84321345963757,39.72264078582808]}"
63,2141,21.0,"{""type"":""Point"",""coordinates"":[-121.80659238190763,39.719803215350545]}"
64,2142,82.0,"{""type"":""Point"",""coordinates"":[-121.91676638836601,39.74164811889587]}"
65,2143,24.0,"{""type"":""Point"",""coordinates"":[-121.86892637359037,39.77030022023566]}"
66,2144,71.0,"{""type"":""Point"",""coordinates"":[-121.79481903456566,39.73466864202696]}"
67,2145,24.0,"{""type"":""Point"",""coordinates"":[-121.81681763366228,39.715770651359634]}"
68,2146,82.0,"{""type"":""Point"",""coordinates"":[-121.80083624357708,39.65638710228723]}"
69,2147,21.0,"{""type"":""Point"",""coordinates"":[-121.82805778417288,39.71361504138085]}"
70,2148,23.0,"{""type"":""Point"",""coordinates"":[-121.85148980789788,39.718365284867396]}"
71,2149,21.0,"{""type"":""Point"",""coordinates"":[-121.82604621107107,39.71352036601095]}"
72,2150,82.0,"{""type"":""Point"",""coordinates"":[-121.72199656956947,39.610504539789325]}"
73,2151,82.0,"{""type"":""Point"",""coordinates"":[-121.73175565630903,39.574540286264245]}"
74,2152,71.0,"{""type"":""Point"",""coordinates"":[-121.71399584135311,39.699386454345365]}"
75,2153,71.0,"{""type"":""Point"",""coordinates"":[-122.29847420558042,39.59591767059408]}"
76,2154,42.0,"{""type"":""Point"",""coordinates"":[-121.601201122727,39.881557525500746]}"
77,2155,42.0,"{""type"":""Point"",""coordinates"":[-121.62108697072163,39.86967473383181]}"
78,2156,42.0,"{""type"":""Point"",""coordinates"":[-121.63964951262315,39.82956207094189]}"
79,2157,52.0,"{""type"":""Point"",""coordinates"":[-121.65095491185444,39.72294337078079]}"
80,2158,52.0,"{""type"":""Point"",""coordinates"":[-121.61784633672686,39.7840973604874]}"
81,2159,22.0,"{""type"":""Point"",""coordinates"":[-121.64393226072471,39.742204690987045]}"
82,2160,71.0,"{""type"":""Point"",""coordinates"":[-121.60236540890945,39.56833857562515]}"
83,2161,52.0,"{""type"":""Point"",""coordinates"":[-121.49839875938746,39.45059422616398]}"
84,2162,71.0,"{""type"":""Point"",""coordinates"":[-121.5701335870012,39.481512818819944]}"
85,2163,23.0,"{""type"":""Point"",""coordinates"":[-121.56115814547157,39.49782813035252]}"
86,2164,22.0,"{""type"":""Point"",""coordinates"":[-121.51893489655137,39.508602609276515]}"
87,2165,71.0,"{""type"":""Point"",""coordinates"":[-121.618724303761,39.54862498292521]}"
88,2166,82.0,"{""type"":""Point"",""coordinates"":[-121.68790838217299,39.42444361875583]}"
89,2167,82.0,"{""type"":""Point"",""coordinates"":[-121.66259813047029,39.328145819208906]}"
90,2168,82.0,"{""type"":""Point"",""coordinates"":[-121.6603927823876,39.222620866819895]}"
91,2169,22.0,"{""type"":""Point"",""coordinates"":[-121.66171779690804,39.158474031774844]}"
92,2170,22.0,"{""type"":""Point"",""coordinates"":[-121.65957422045707,39.15503941912596]}"
93,2171,82.0,"{""type"":""Point"",""coordinates"":[-121.647164837226,39.25000607181266]}"
94,2172,82.0,"{""type"":""Point"",""coordinates"":[-121.60869890060114,39.16983294576855]}"
95,2173,52.0,"{""type"":""Point"",""coordinates"":[-121.2981952551531,39.34577088544499]}"
96,2174,82.0,"{""type"":""Point"",""coordinates"":[-122.17669260651226,39.19021743832774]}"
97,2175,82.0,"{""type"":""Point"",""coordinates"":[-122.15976686337615,39.12769147091444]}"
98,2176,22.0,"{""type"":""Point"",""coordinates"":[-122.15385720570252,39.16536395434392]}"
99,2177,82.0,"{""type"":""Point"",""coordinates"":[-122.02215397671364,39.24306352799328]}"
100,2178,82.0,"{""type"":""Point"",""coordinates"":[-121.99407773396807,39.203894045634655]}"
101,2179,82.0,"{""type"":""Point"",""coordinates"":[-121.95556850230722,39.16133669421267]}"
102,2180,82.0,"{""type"":""Point"",""coordinates"":[-122.05265370045653,39.16506781236084]}"
103,2181,23.0,"{""type"":""Point"",""coordinates"":[-122.01058084763416,39.18846213171746]}"
104,2182,82.0,"{""type"":""Point"",""coordinates"":[-122.1009240351345,39.06919571462919]}"
