system:index,id,mean,.geo
0,2078,6.825239519927147,"{""type"":""Point"",""coordinates"":[-119.5345573834949,35.01393910994262]}"
1,2079,5.987417221069336,"{""type"":""Point"",""coordinates"":[-119.44705749354098,35.120267679224796]}"
2,2080,4.5255913734436035,"{""type"":""Point"",""coordinates"":[-119.40034297214744,35.108209421768784]}"
3,2081,2.1729390621185303,"{""type"":""Point"",""coordinates"":[-119.33613109804057,35.102687914508564]}"
4,2082,3.0018327236175537,"{""type"":""Point"",""coordinates"":[-119.19047237791351,35.10675197955506]}"
5,2083,1.8543341159820557,"{""type"":""Point"",""coordinates"":[-119.04460273032986,35.23935547103231]}"
6,2084,2.172884702682495,"{""type"":""Point"",""coordinates"":[-119.038779550564,35.0951574047187]}"
7,2085,14.53300666809082,"{""type"":""Point"",""coordinates"":[-119.46578387623222,35.09561620569699]}"
8,2086,10.15743350982666,"{""type"":""Point"",""coordinates"":[-119.44707290433401,35.10639664680745]}"
9,2087,6.844113349914551,"{""type"":""Point"",""coordinates"":[-119.44356014888486,35.09036137731416]}"
10,2088,9.262373924255371,"{""type"":""Point"",""coordinates"":[-119.43281091005711,35.08744496285025]}"
11,2089,7.869088649749756,"{""type"":""Point"",""coordinates"":[-119.44143210324174,35.091070732060366]}"
12,2090,5.307775974273682,"{""type"":""Point"",""coordinates"":[-119.34043479972208,35.159039576439596]}"
13,2091,2.1733622550964355,"{""type"":""Point"",""coordinates"":[-119.33227496449062,35.16113464015628]}"
14,2092,0.9274099469184875,"{""type"":""Point"",""coordinates"":[-119.34579203693345,35.13246973594847]}"
15,2093,3.5844547748565674,"{""type"":""Point"",""coordinates"":[-119.4174507882132,35.09331861715502]}"
16,2094,4.527482032775879,"{""type"":""Point"",""coordinates"":[-119.4921382059863,35.142163778809724]}"
17,2095,2.4498071670532227,"{""type"":""Point"",""coordinates"":[-119.54304331912493,35.16375276574347]}"
18,2096,5.66099214553833,"{""type"":""Point"",""coordinates"":[-119.57775832199245,35.18825656638469]}"
19,2097,3.5862040519714355,"{""type"":""Point"",""coordinates"":[-119.58458662872272,35.19294484721889]}"
20,2098,7.024220943450928,"{""type"":""Point"",""coordinates"":[-119.61276986676815,35.21591171978219]}"
21,2099,2.928692102432251,"{""type"":""Point"",""coordinates"":[-119.53142877183745,35.184179017980625]}"
22,2100,9.411808013916016,"{""type"":""Point"",""coordinates"":[-119.4772300549509,35.20306925158901]}"
23,2101,1.8543341159820557,"{""type"":""Point"",""coordinates"":[-119.42478871452072,35.177271530554]}"
24,2102,1.4641599655151367,"{""type"":""Point"",""coordinates"":[-119.06028200820475,35.07800831613114]}"
25,2103,4.384392738342285,"{""type"":""Point"",""coordinates"":[-119.0649811570531,35.063697762082064]}"
26,2104,4.6152472496032715,"{""type"":""Point"",""coordinates"":[-119.06474735694408,35.041082718409974]}"
27,2105,1.8543341159820557,"{""type"":""Point"",""coordinates"":[-119.63042554737035,35.22641313830058]}"
28,2106,35.177746654027565,"{""type"":""Point"",""coordinates"":[-123.75774447127871,39.21920838542539]}"
29,2107,20.421241064639986,"{""type"":""Point"",""coordinates"":[-123.57173497777211,39.10502396345239]}"
30,2108,21.29679130125168,"{""type"":""Point"",""coordinates"":[-123.24427996879224,39.10230812830526]}"
31,2109,11.23814582824707,"{""type"":""Point"",""coordinates"":[-123.16014447314876,39.21803928258085]}"
32,2110,18.019853591918945,"{""type"":""Point"",""coordinates"":[-123.23641686877924,39.37607981666007]}"
33,2111,17.3143310546875,"{""type"":""Point"",""coordinates"":[-123.279908322491,39.31428405363459]}"
34,2112,9.014069557189941,"{""type"":""Point"",""coordinates"":[-123.27915067991836,39.31370830511427]}"
35,2113,2.399151563644409,"{""type"":""Point"",""coordinates"":[-123.31207231183946,39.4003659415139]}"
36,2114,27.686954498291016,"{""type"":""Point"",""coordinates"":[-123.14570747734516,39.29001769319839]}"
37,2115,24.744811561125516,"{""type"":""Point"",""coordinates"":[-123.04550267929366,39.208047335138694]}"
38,2116,4.405929088592529,"{""type"":""Point"",""coordinates"":[-123.18153089470478,39.17145587815665]}"
39,2117,5.201692490991474,"{""type"":""Point"",""coordinates"":[-123.68622085897816,39.022577179767055]}"
40,2118,1.5126010179519653,"{""type"":""Point"",""coordinates"":[-122.91923279110132,39.11017159721468]}"
41,2119,4.777611255645752,"{""type"":""Point"",""coordinates"":[-122.92666012139598,39.036276681700855]}"
42,2120,3.6935532093048096,"{""type"":""Point"",""coordinates"":[-122.89418768144776,39.00256068512342]}"
43,2121,18.484760284423828,"{""type"":""Point"",""coordinates"":[-122.98906294755204,38.98249043393131]}"
44,2122,7.511750221252441,"{""type"":""Point"",""coordinates"":[-122.82874320572941,38.96477656423322]}"
45,2123,0.0,"{""type"":""Point"",""coordinates"":[-122.16084839633969,39.823135712518656]}"
46,2124,1.206632137298584,"{""type"":""Point"",""coordinates"":[-122.12405006795494,39.77645307107037]}"
47,2125,2.587296724319458,"{""type"":""Point"",""coordinates"":[-121.97646193725855,39.879087469364194]}"
48,2126,1.2065396308898926,"{""type"":""Point"",""coordinates"":[-121.95008539776322,39.771112841136386]}"
49,2127,1.2061262130737305,"{""type"":""Point"",""coordinates"":[-122.0089867153367,39.747391808285606]}"
50,2128,1.2061262130737305,"{""type"":""Point"",""coordinates"":[-122.00927907619472,39.747478138151735]}"
51,2129,0.9274099469184875,"{""type"":""Point"",""coordinates"":[-122.01124449225847,39.746578237032146]}"
52,2130,0.0,"{""type"":""Point"",""coordinates"":[-122.09368585802463,39.77308877425763]}"
53,2131,0.0,"{""type"":""Point"",""coordinates"":[-122.01387379443143,39.688830996278476]}"
54,2132,2.7802884578704834,"{""type"":""Point"",""coordinates"":[-122.01706489812324,39.75226626019172]}"
55,2133,1.2030045986175537,"{""type"":""Point"",""coordinates"":[-122.00654650785107,39.56820011235433]}"
56,2134,2.4018096923828125,"{""type"":""Point"",""coordinates"":[-122.01460334147244,39.477323630087895]}"
57,2135,0.0,"{""type"":""Point"",""coordinates"":[-122.05639661920345,39.31365594823572]}"
58,2136,1.5164815187454224,"{""type"":""Point"",""coordinates"":[-122.1839701236586,39.39745245510499]}"
59,2137,0.9274099368611016,"{""type"":""Point"",""coordinates"":[-122.18584966667946,39.5423635354476]}"
60,2138,0.9274099469184875,"{""type"":""Point"",""coordinates"":[-122.17181249197688,39.76837885317259]}"
61,2139,1.521166205406189,"{""type"":""Point"",""coordinates"":[-122.19445719010827,39.73868626035696]}"
62,2140,1.520946741104126,"{""type"":""Point"",""coordinates"":[-121.84321345963757,39.72264078582808]}"
63,2141,1.5209044218063354,"{""type"":""Point"",""coordinates"":[-121.80659238190763,39.719803215350545]}"
64,2142,3.029841184616089,"{""type"":""Point"",""coordinates"":[-121.91676638836601,39.74164811889587]}"
65,2143,1.2065250873565674,"{""type"":""Point"",""coordinates"":[-121.86892637359037,39.77030022023566]}"
66,2144,0.0,"{""type"":""Point"",""coordinates"":[-121.79481903456566,39.73466864202696]}"
67,2145,0.0,"{""type"":""Point"",""coordinates"":[-121.81681763366228,39.715770651359634]}"
68,2146,2.580031394958496,"{""type"":""Point"",""coordinates"":[-121.80083624357711,39.65638710228723]}"
69,2147,1.5208197832107544,"{""type"":""Point"",""coordinates"":[-121.82805778417288,39.71361504138085]}"
70,2148,1.2056161165237427,"{""type"":""Point"",""coordinates"":[-121.85148980789788,39.718365284867396]}"
71,2149,0.9274099469184875,"{""type"":""Point"",""coordinates"":[-121.82604621107107,39.71352036601095]}"
72,2150,0.9274099469184875,"{""type"":""Point"",""coordinates"":[-121.72199656956947,39.610504539789325]}"
73,2151,1.5189005136489868,"{""type"":""Point"",""coordinates"":[-121.73175565630903,39.574540286264245]}"
74,2152,10.339707374572754,"{""type"":""Point"",""coordinates"":[-121.71399584135311,39.699386454345365]}"
75,2153,1.8543341688058628,"{""type"":""Point"",""coordinates"":[-122.29847420558042,39.59591767059408]}"
76,2154,21.401996612548828,"{""type"":""Point"",""coordinates"":[-121.601201122727,39.881557525500746]}"
77,2155,23.305604934692383,"{""type"":""Point"",""coordinates"":[-121.62108697072163,39.86967473383181]}"
78,2156,21.388246536254883,"{""type"":""Point"",""coordinates"":[-121.63964951262315,39.82956207094189]}"
79,2157,6.464860916137695,"{""type"":""Point"",""coordinates"":[-121.65095491185444,39.72294337078079]}"
80,2158,27.557771682739258,"{""type"":""Point"",""coordinates"":[-121.61784633672686,39.7840973604874]}"
81,2159,2.582824230194092,"{""type"":""Point"",""coordinates"":[-121.64393226072471,39.742204690987045]}"
82,2160,3.7215588092803955,"{""type"":""Point"",""coordinates"":[-121.60236540890945,39.56833857562515]}"
83,2161,2.5733845233917236,"{""type"":""Point"",""coordinates"":[-121.49839875938746,39.45059422616398]}"
84,2162,1.2014998197555542,"{""type"":""Point"",""coordinates"":[-121.5701335870012,39.481512818819944]}"
85,2163,5.2090911865234375,"{""type"":""Point"",""coordinates"":[-121.56115814547157,39.49782813035252]}"
86,2164,0.9274099469184875,"{""type"":""Point"",""coordinates"":[-121.51893489655137,39.508602609276515]}"
87,2165,0.9274099469184875,"{""type"":""Point"",""coordinates"":[-121.618724303761,39.54862498292521]}"
88,2166,0.9274099469184875,"{""type"":""Point"",""coordinates"":[-121.68790838217299,39.42444361875583]}"
89,2167,2.5694620609283447,"{""type"":""Point"",""coordinates"":[-121.66259813047029,39.328145819208906]}"
90,2168,3.0261125564575195,"{""type"":""Point"",""coordinates"":[-121.6603927823876,39.222620866819895]}"
91,2169,1.1959654092788696,"{""type"":""Point"",""coordinates"":[-121.66171779690804,39.15847403177484]}"
92,2170,0.0,"{""type"":""Point"",""coordinates"":[-121.65957422045707,39.15503941912596]}"
93,2171,2.20694899559021,"{""type"":""Point"",""coordinates"":[-121.647164837226,39.25000607181266]}"
94,2172,0.9274099469184875,"{""type"":""Point"",""coordinates"":[-121.60869890060114,39.16983294576855]}"
95,2173,10.707393646240234,"{""type"":""Point"",""coordinates"":[-121.2981952551531,39.34577088544499]}"
96,2174,7.526558876037598,"{""type"":""Point"",""coordinates"":[-122.17669260651226,39.19021743832774]}"
97,2175,1.8543341159820557,"{""type"":""Point"",""coordinates"":[-122.15976686337615,39.12769147091444]}"
98,2176,4.531610488891602,"{""type"":""Point"",""coordinates"":[-122.15385720570252,39.16536395434392]}"
99,2177,1.5143892765045166,"{""type"":""Point"",""coordinates"":[-122.02215397671364,39.24306352799328]}"
100,2178,2.2065231800079346,"{""type"":""Point"",""coordinates"":[-121.99407773396807,39.203894045634655]}"
101,2179,11.662493705749512,"{""type"":""Point"",""coordinates"":[-121.95556850230722,39.16133669421267]}"
102,2180,1.5133386850357056,"{""type"":""Point"",""coordinates"":[-122.05265370045653,39.16506781236084]}"
103,2181,0.9274099469184875,"{""type"":""Point"",""coordinates"":[-122.01058084763416,39.18846213171746]}"
104,2182,3.6968111991882324,"{""type"":""Point"",""coordinates"":[-122.1009240351345,39.06919571462919]}"
